user_lat,user_lon,dc_lat,dc_lon,dc_id,dc_region,dc_provider,distance_km,network_load,packet_loss,bandwidth,optimal_dc_id,optimal_dc
67.494306,-176.022653,37.33,-121.89,2,US-West-1,AWS,4713.739731,0.153747,0.039807,720.819066,2,AWS-US-West-1
28.746474,-72.092499,37.33,-121.89,2,US-West-1,AWS,4684.39725,0.28742,0.036145,759.451872,2,AWS-US-West-1
49.261919,9.534519,52.37,4.9,3,West-Europe,Azure,474.632156,0.360203,0.012159,634.504406,3,Azure-West-Europe
-46.598471,35.513697,-37.81,144.96,5,Australia-SE-1,Azure,8300.896469,0.584419,0.009316,516.395014,5,Azure-Australia-SE-1
54.672503,2.912061,52.37,4.9,3,West-Europe,Azure,287.757472,0.421034,0.030994,747.778786,3,Azure-West-Europe
52.333609,8.710875,52.37,4.9,3,West-Europe,Azure,258.833036,0.333254,0.003827,807.471922,3,Azure-West-Europe
60.774638,3.247296,52.37,4.9,3,West-Europe,Azure,939.943046,0.346129,0.012583,865.091288,3,Azure-West-Europe
53.810152,-113.286573,37.33,-121.89,2,US-West-1,AWS,1947.649483,0.736539,0.036016,734.908446,2,AWS-US-West-1
37.501628,123.555686,25.03,121.56,4,Asia-East-1,GCP,1399.586338,0.656637,0.046102,527.657701,4,GCP-Asia-East-1
59.740249,-165.905208,37.33,-121.89,2,US-West-1,AWS,3971.175516,0.859554,0.024568,956.499317,2,AWS-US-West-1
-52.245801,-171.686076,-37.81,144.96,5,Australia-SE-1,Azure,3695.541277,0.55565,0.036156,953.647058,5,Azure-Australia-SE-1
57.306972,-19.006949,53.34,-6.27,1,EU-West-1,AWS,916.608751,0.147514,0.004602,849.826958,1,AWS-EU-West-1
-29.543498,-93.898767,37.33,-121.89,2,US-West-1,AWS,7987.123052,0.785838,0.014865,893.740117,2,AWS-US-West-1
53.842818,-88.811679,37.33,-121.89,2,US-West-1,AWS,3116.547997,0.825761,0.017354,588.920366,2,AWS-US-West-1
-42.946434,139.270943,-37.81,144.96,5,Australia-SE-1,Azure,746.901537,0.148013,0.010001,640.82064,5,Azure-Australia-SE-1
38.411695,5.220836,52.37,4.9,3,West-Europe,Azure,1552.290816,0.727025,0.033648,929.705228,3,Azure-West-Europe
55.94984,-31.219601,53.34,-6.27,1,EU-West-1,AWS,1622.037229,0.884192,0.008088,608.144557,1,AWS-EU-West-1
43.646025,125.062816,25.03,121.56,4,Asia-East-1,GCP,2094.316295,0.929917,0.020478,771.282538,4,GCP-Asia-East-1
45.752742,-1.950161,52.37,4.9,3,West-Europe,Azure,888.237295,0.927593,0.004327,831.326052,3,Azure-West-Europe
-35.10316,-29.586015,53.34,-6.27,1,EU-West-1,AWS,10088.59655,0.34929,0.039802,753.512155,1,AWS-EU-West-1
1.01471,111.627929,25.03,121.56,4,Asia-East-1,GCP,2875.545635,0.138755,0.004588,964.895934,4,GCP-Asia-East-1
-14.105483,-59.490554,37.33,-121.89,2,US-West-1,AWS,8662.817309,0.552135,0.030926,850.298593,2,AWS-US-West-1
50.92719,-12.195654,53.34,-6.27,1,EU-West-1,AWS,485.102981,0.618127,0.044374,642.272083,1,AWS-EU-West-1
50.583681,-7.82174,53.34,-6.27,1,EU-West-1,AWS,324.385566,0.885632,0.003874,502.990446,1,AWS-EU-West-1
-2.654193,-9.784034,53.34,-6.27,1,EU-West-1,AWS,6234.884516,0.803326,0.018817,769.305473,1,AWS-EU-West-1
33.029101,123.638308,25.03,121.56,4,Asia-East-1,GCP,912.052282,0.825192,0.001199,586.984194,4,GCP-Asia-East-1
-27.480921,-46.912776,53.34,-6.27,1,EU-West-1,AWS,9805.227218,0.380471,0.011692,522.921469,1,AWS-EU-West-1
-5.029107,101.373171,25.03,121.56,4,Asia-East-1,GCP,3991.647562,0.665089,0.004793,892.589005,4,GCP-Asia-East-1
-39.783921,162.447633,-37.81,144.96,5,Australia-SE-1,Azure,1528.811321,0.896219,0.021975,572.296368,5,Azure-Australia-SE-1
20.635743,-65.985219,37.33,-121.89,2,US-West-1,AWS,5658.356116,0.610272,0.035278,572.180893,2,AWS-US-West-1
-16.465832,-39.816115,52.37,4.9,3,West-Europe,Azure,8779.311511,0.127175,0.009666,808.229118,3,Azure-West-Europe
-32.073086,-11.122386,53.34,-6.27,1,EU-West-1,AWS,9509.090683,0.349572,0.016636,995.252525,1,AWS-EU-West-1
45.435565,-17.509218,53.34,-6.27,1,EU-West-1,AWS,1194.885576,0.377778,0.044732,745.767196,1,AWS-EU-West-1
-48.454834,-81.684714,-37.81,144.96,5,Australia-SE-1,Azure,9375.084603,0.843254,0.023177,554.591982,5,Azure-Australia-SE-1
38.284522,20.868603,52.37,4.9,3,West-Europe,Azure,1993.576536,0.182426,0.03514,711.286554,3,Azure-West-Europe
48.565577,7.030925,53.34,-6.27,1,EU-West-1,AWS,1069.945134,0.207745,0.016672,957.10832,1,AWS-EU-West-1
15.189283,159.005288,25.03,121.56,4,Asia-East-1,GCP,4045.322967,0.848731,0.007015,660.238112,4,GCP-Asia-East-1
48.837117,-21.60595,52.37,4.9,3,West-Europe,Azure,1900.023271,0.169995,0.001221,959.283518,3,Azure-West-Europe
-43.757477,126.341881,-37.81,144.96,5,Australia-SE-1,Azure,1696.51137,0.582266,0.025976,706.007418,5,Azure-Australia-SE-1
57.5197,-40.739031,53.34,-6.27,1,EU-West-1,AWS,2198.51011,0.139544,0.003396,779.404653,1,AWS-EU-West-1
-56.594809,76.939217,-37.81,144.96,5,Australia-SE-1,Azure,5290.625234,0.660043,0.024363,514.082114,5,Azure-Australia-SE-1
59.194975,-4.457897,52.37,4.9,3,West-Europe,Azure,956.435571,0.588456,0.027929,777.337559,3,Azure-West-Europe
-20.283906,157.296471,-37.81,144.96,5,Australia-SE-1,Azure,2283.193293,0.577619,0.008027,541.745642,5,Azure-Australia-SE-1
-21.073828,-63.04282,37.33,-121.89,2,US-West-1,AWS,8946.365662,0.434235,0.024038,611.114006,2,AWS-US-West-1
27.097446,-116.883786,37.33,-121.89,2,US-West-1,AWS,1230.890385,0.779628,0.028425,814.465034,2,AWS-US-West-1
-56.236556,98.753043,-37.81,144.96,5,Australia-SE-1,Azure,3953.982137,0.409192,0.036625,672.287367,5,Azure-Australia-SE-1
56.970253,-4.148495,53.34,-6.27,1,EU-West-1,AWS,425.520194,0.286514,0.045575,700.206168,1,AWS-EU-West-1
-27.452413,157.350009,-37.81,144.96,5,Australia-SE-1,Azure,1631.835926,0.417416,0.030709,514.076292,5,Azure-Australia-SE-1
-9.106881,124.031693,25.03,121.56,4,Asia-East-1,GCP,3805.28742,0.521918,0.046516,998.10276,4,GCP-Asia-East-1
7.250574,102.735088,25.03,121.56,4,Asia-East-1,GCP,2812.088067,0.396094,0.048516,746.217836,4,GCP-Asia-East-1
25.341723,167.302466,25.03,121.56,4,Asia-East-1,GCP,4579.590015,0.244365,0.018597,778.980574,4,GCP-Asia-East-1
38.176474,-116.79465,37.33,-121.89,2,US-West-1,AWS,457.683165,0.244582,0.030358,631.773724,2,AWS-US-West-1
-7.821634,-131.593189,37.33,-121.89,2,US-West-1,AWS,5121.119472,0.814307,0.008673,710.253631,2,AWS-US-West-1
-27.332993,-54.774153,53.34,-6.27,1,EU-West-1,AWS,10115.26769,0.297114,0.030546,926.457513,1,AWS-EU-West-1
-5.89516,-102.499055,37.33,-121.89,2,US-West-1,AWS,5210.436916,0.578435,0.046004,958.760235,2,AWS-US-West-1
43.158223,-69.88614,37.33,-121.89,2,US-West-1,AWS,4389.760158,0.16641,0.033495,818.999725,2,AWS-US-West-1
39.909093,48.825347,53.34,-6.27,1,EU-West-1,AWS,4340.814971,0.145735,0.038785,741.296507,1,AWS-EU-West-1
-50.368209,160.247487,-37.81,144.96,5,Australia-SE-1,Azure,1847.588379,0.189504,0.035874,938.081483,5,Azure-Australia-SE-1
-50.748351,124.681618,-37.81,144.96,5,Australia-SE-1,Azure,2149.382943,0.113948,0.023178,998.945063,5,Azure-Australia-SE-1
50.298211,-82.626684,37.33,-121.89,2,US-West-1,AWS,3414.022053,0.4116,0.029079,927.872891,2,AWS-US-West-1
-26.094244,8.866318,53.34,-6.27,1,EU-West-1,AWS,8953.040485,0.621076,0.020874,986.529281,1,AWS-EU-West-1
48.1691,-85.50643,37.33,-121.89,2,US-West-1,AWS,3169.534222,0.804003,0.032681,908.502849,2,AWS-US-West-1
49.619135,-2.443443,52.37,4.9,3,West-Europe,Azure,597.654577,0.455614,0.023564,670.804322,3,Azure-West-Europe
-13.017461,-3.830377,53.34,-6.27,1,EU-West-1,AWS,7382.279419,0.794405,0.009585,870.366413,1,AWS-EU-West-1
-7.915456,-39.458626,52.37,4.9,3,West-Europe,Azure,7910.02233,0.283569,0.032503,511.636477,3,Azure-West-Europe
-37.925501,34.449234,-37.81,144.96,5,Australia-SE-1,Azure,8993.841458,0.41991,0.038358,722.48277,5,Azure-Australia-SE-1
49.40171,-22.802554,53.34,-6.27,1,EU-West-1,AWS,1224.864768,0.336525,0.0089,949.69334,1,AWS-EU-West-1
54.582512,-154.507057,37.33,-121.89,2,US-West-1,AWS,3121.795682,0.542598,0.01944,623.841828,2,AWS-US-West-1
61.776476,146.511215,53.34,-6.27,1,EU-West-1,AWS,6992.861278,0.121905,0.006079,948.16691,1,AWS-EU-West-1
30.750959,120.218797,25.03,121.56,4,Asia-East-1,GCP,649.633606,0.451348,0.002423,548.576023,4,GCP-Asia-East-1
3.620911,105.820669,25.03,121.56,4,Asia-East-1,GCP,2915.696425,0.714406,0.01054,929.046005,4,GCP-Asia-East-1
-13.246856,-95.635901,37.33,-121.89,2,US-West-1,AWS,6257.568087,0.856928,0.013095,897.911973,2,AWS-US-West-1
39.731543,-71.160116,53.34,-6.27,1,EU-West-1,AWS,4999.266078,0.49081,0.002638,839.40618,1,AWS-EU-West-1
3.863141,97.535125,25.03,121.56,4,Asia-East-1,GCP,3483.380331,0.780172,0.027018,572.26608,4,GCP-Asia-East-1
-6.42649,106.97815,25.03,121.56,4,Asia-East-1,GCP,3837.26041,0.29808,0.027274,610.43385,4,GCP-Asia-East-1
-38.644782,-51.548147,-37.81,144.96,5,Australia-SE-1,Azure,11347.52129,0.428849,0.028652,726.829048,5,Azure-Australia-SE-1
-33.31896,164.239721,-37.81,144.96,5,Australia-SE-1,Azure,1810.211564,0.146864,0.039274,772.886661,5,Azure-Australia-SE-1
-16.188287,-41.398631,53.34,-6.27,1,EU-West-1,AWS,8428.567577,0.531409,0.028177,514.826476,1,AWS-EU-West-1
31.365238,162.478212,25.03,121.56,4,Asia-East-1,GCP,4048.054929,0.89126,0.034403,671.714391,4,GCP-Asia-East-1
44.764644,-11.462775,53.34,-6.27,1,EU-West-1,AWS,1025.202525,0.515746,0.036261,877.603282,1,AWS-EU-West-1
-6.296954,90.241765,25.03,121.56,4,Asia-East-1,GCP,4859.024823,0.622993,0.009847,796.894539,4,GCP-Asia-East-1
41.116376,88.134841,25.03,121.56,4,Asia-East-1,GCP,3559.49716,0.39593,0.038491,852.555107,4,GCP-Asia-East-1
33.403536,-71.418484,37.33,-121.89,2,US-West-1,AWS,4543.200543,0.181915,0.005871,734.93507,2,AWS-US-West-1
44.729801,147.184335,25.03,121.56,4,Asia-East-1,GCP,3177.794835,0.213184,0.01243,552.555008,4,GCP-Asia-East-1
10.225608,148.235793,25.03,121.56,4,Asia-East-1,GCP,3260.307177,0.508539,0.013406,832.959993,4,GCP-Asia-East-1
49.508287,-7.362609,52.37,4.9,3,West-Europe,Azure,914.864753,0.216945,0.035049,771.32794,3,Azure-West-Europe
-55.772468,8.640891,-37.81,144.96,5,Australia-SE-1,Azure,8818.886544,0.756363,0.016302,898.824927,5,Azure-Australia-SE-1
-26.028662,-69.936479,53.34,-6.27,1,EU-West-1,AWS,10735.58849,0.210027,0.048396,882.45585,1,AWS-EU-West-1
63.031837,12.746908,53.34,-6.27,1,EU-West-1,AWS,1539.412056,0.281643,0.01992,590.937631,1,AWS-EU-West-1
47.007238,-0.547632,52.37,4.9,3,West-Europe,Azure,713.101763,0.515864,0.017152,946.592813,3,Azure-West-Europe
64.437701,12.852924,53.34,-6.27,1,EU-West-1,AWS,1639.175399,0.252986,0.012393,998.143355,1,AWS-EU-West-1
33.24081,149.807868,25.03,121.56,4,Asia-East-1,GCP,2880.814295,0.708124,0.001894,533.443882,4,GCP-Asia-East-1
-26.413094,-76.283139,37.33,-121.89,2,US-West-1,AWS,8539.114072,0.465911,0.035928,567.801525,2,AWS-US-West-1
11.394725,101.979399,25.03,121.56,4,Asia-East-1,GCP,2558.365292,0.233458,0.009372,597.991881,4,GCP-Asia-East-1
-20.500175,-49.902217,53.34,-6.27,1,EU-West-1,AWS,9216.509809,0.516835,0.004897,886.644095,1,AWS-EU-West-1
33.36664,28.39119,52.37,4.9,3,West-Europe,Azure,2825.795985,0.421146,0.048217,983.046849,3,Azure-West-Europe
-32.214907,131.309858,-37.81,144.96,5,Australia-SE-1,Azure,1388.168905,0.564262,0.017894,552.55932,5,Azure-Australia-SE-1
40.491759,-97.439542,37.33,-121.89,2,US-West-1,AWS,2137.455217,0.260192,0.001481,545.851503,2,AWS-US-West-1
40.903451,-39.468069,53.34,-6.27,1,EU-West-1,AWS,2831.105962,0.322204,0.003755,796.555738,1,AWS-EU-West-1
68.102087,9.979169,53.34,-6.27,1,EU-West-1,AWS,1850.857397,0.867029,0.030673,829.174232,1,AWS-EU-West-1
-55.7983,-63.912815,-37.81,144.96,5,Australia-SE-1,Azure,9253.120836,0.411299,0.032123,510.463546,5,Azure-Australia-SE-1
-39.619649,-0.690601,53.34,-6.27,1,EU-West-1,AWS,10350.54235,0.144448,0.019164,727.877866,1,AWS-EU-West-1
-55.351069,-27.145135,-37.81,144.96,5,Australia-SE-1,Azure,9628.87996,0.524392,0.006317,930.051025,5,Azure-Australia-SE-1
-32.105908,142.560048,-37.81,144.96,5,Australia-SE-1,Azure,670.842159,0.452432,0.039235,998.463625,5,Azure-Australia-SE-1
37.990493,-103.846039,37.33,-121.89,2,US-West-1,AWS,1587.570182,0.679381,0.029568,811.560329,2,AWS-US-West-1
54.492453,-5.051353,53.34,-6.27,1,EU-West-1,AWS,150.962197,0.190805,0.0223,843.951586,1,AWS-EU-West-1
7.567835,106.815341,25.03,121.56,4,Asia-East-1,GCP,2494.250737,0.465728,0.022896,777.324818,4,GCP-Asia-East-1
20.685808,88.524899,25.03,121.56,4,Asia-East-1,GCP,3410.722359,0.32875,0.047926,820.808885,4,GCP-Asia-East-1
42.139096,15.331535,53.34,-6.27,1,EU-West-1,AWS,2026.086377,0.181144,0.020752,854.982786,1,AWS-EU-West-1
35.469101,-1.298627,53.34,-6.27,1,EU-West-1,AWS,2024.786466,0.174392,0.034115,743.050066,1,AWS-EU-West-1
40.220436,-96.040158,37.33,-121.89,2,US-West-1,AWS,2255.660294,0.427265,0.010539,942.853438,2,AWS-US-West-1
56.797917,24.488932,53.34,-6.27,1,EU-West-1,AWS,1978.082283,0.290194,0.030488,868.535972,1,AWS-EU-West-1
-27.153156,-46.5414,53.34,-6.27,1,EU-West-1,AWS,9757.408108,0.388045,0.047699,736.170748,1,AWS-EU-West-1
30.292242,-5.362741,53.34,-6.27,1,EU-West-1,AWS,2563.84538,0.546418,0.033956,975.079428,1,AWS-EU-West-1
28.72619,-104.480666,37.33,-121.89,2,US-West-1,AWS,1879.392548,0.124796,0.025004,645.754357,2,AWS-US-West-1
58.140753,22.969114,52.37,4.9,3,West-Europe,Azure,1306.756212,0.431287,0.028947,916.318832,3,Azure-West-Europe
42.56265,-124.980665,37.33,-121.89,2,US-West-1,AWS,638.594159,0.497062,0.02532,739.095368,2,AWS-US-West-1
-33.879968,154.971327,-37.81,144.96,5,Australia-SE-1,Azure,1001.854502,0.101268,0.015117,629.09744,5,Azure-Australia-SE-1
30.648925,-79.060254,37.33,-121.89,2,US-West-1,AWS,3983.453587,0.409304,0.011293,696.07166,2,AWS-US-West-1
39.236209,61.622737,53.34,-6.27,1,EU-West-1,AWS,5231.000196,0.110371,0.048425,538.294068,1,AWS-EU-West-1
59.132014,0.639625,53.34,-6.27,1,EU-West-1,AWS,771.86592,0.397872,0.029653,625.003125,1,AWS-EU-West-1
38.985104,39.03339,53.34,-6.27,1,EU-West-1,AWS,3757.027914,0.405605,0.033209,730.828353,1,AWS-EU-West-1
33.101651,6.688197,52.37,4.9,3,West-Europe,Azure,2147.346289,0.779003,0.004921,874.001478,3,Azure-West-Europe
-44.871354,171.079468,-37.81,144.96,5,Australia-SE-1,Azure,2305.465895,0.583139,0.012322,946.053679,5,Azure-Australia-SE-1
21.033353,-110.90751,37.33,-121.89,2,US-West-1,AWS,2098.75522,0.254878,0.032833,698.364286,2,AWS-US-West-1
-17.477453,41.41876,52.37,4.9,3,West-Europe,Azure,8527.806088,0.788723,0.022181,508.823539,3,Azure-West-Europe
40.779405,-56.303532,53.34,-6.27,1,EU-West-1,AWS,3944.709377,0.54694,0.037697,664.557098,1,AWS-EU-West-1
16.063159,-87.99406,37.33,-121.89,2,US-West-1,AWS,4078.013404,0.488623,0.031658,789.322264,2,AWS-US-West-1
61.318224,-17.865889,52.37,4.9,3,West-Europe,Azure,1690.562736,0.121441,0.001745,521.246883,3,Azure-West-Europe
33.218421,-65.924035,37.33,-121.89,2,US-West-1,AWS,5027.027624,0.614328,0.003595,927.742497,2,AWS-US-West-1
56.984062,-10.899843,53.34,-6.27,1,EU-West-1,AWS,500.436496,0.84843,0.043034,617.888655,1,AWS-EU-West-1
-40.507811,179.654531,-37.81,144.96,5,Australia-SE-1,Azure,2987.043597,0.891398,0.016111,557.783392,5,Azure-Australia-SE-1
8.442408,152.286261,25.03,121.56,4,Asia-East-1,GCP,3740.252386,0.928988,0.005059,979.441797,4,GCP-Asia-East-1
56.524322,-119.905687,37.33,-121.89,2,US-West-1,AWS,2139.401948,0.536607,0.040322,724.437612,2,AWS-US-West-1
-55.583762,42.292843,-37.81,144.96,5,Australia-SE-1,Azure,7331.349755,0.16178,0.022714,619.053026,5,Azure-Australia-SE-1
36.854937,-20.830264,53.34,-6.27,1,EU-West-1,AWS,2150.887549,0.508679,0.023241,828.74646,1,AWS-EU-West-1
25.681735,-121.417728,37.33,-121.89,2,US-West-1,AWS,1295.995928,0.927783,0.040636,603.466827,2,AWS-US-West-1
-20.378708,-41.691441,53.34,-6.27,1,EU-West-1,AWS,8875.458924,0.697503,0.003172,655.935267,1,AWS-EU-West-1
-42.655849,179.342103,-37.81,144.96,5,Australia-SE-1,Azure,2946.96058,0.158485,0.048213,735.512339,5,Azure-Australia-SE-1
-42.431045,172.561336,-37.81,144.96,5,Australia-SE-1,Azure,2391.250919,0.576374,0.012406,700.00299,5,Azure-Australia-SE-1
47.023173,171.955605,37.33,-121.89,2,US-West-1,AWS,5391.388489,0.811321,0.007752,852.39487,2,AWS-US-West-1
22.101848,-86.142198,37.33,-121.89,2,US-West-1,AWS,3814.126492,0.662344,0.004423,530.303093,2,AWS-US-West-1
63.183475,-71.684229,53.34,-6.27,1,EU-West-1,AWS,3792.560074,0.424967,0.024761,916.412815,1,AWS-EU-West-1
46.41826,140.387876,25.03,121.56,4,Asia-East-1,GCP,2906.823118,0.320302,0.028403,503.311987,4,GCP-Asia-East-1
-8.821502,91.143054,25.03,121.56,4,Asia-East-1,GCP,5002.48868,0.46271,0.027859,826.953612,4,GCP-Asia-East-1
20.974203,-167.656652,37.33,-121.89,2,US-West-1,AWS,4747.265137,0.286749,0.040472,949.405139,2,AWS-US-West-1
15.105927,-165.985202,37.33,-121.89,2,US-West-1,AWS,4983.368317,0.419653,0.042565,798.858268,2,AWS-US-West-1
-15.479693,135.235882,-37.81,144.96,5,Australia-SE-1,Azure,2660.456554,0.708952,0.015566,643.43544,5,Azure-Australia-SE-1
-30.655421,145.408533,-37.81,144.96,5,Australia-SE-1,Azure,796.617456,0.841878,0.037542,789.833231,5,Azure-Australia-SE-1
-19.248315,-48.567494,52.37,4.9,3,West-Europe,Azure,9484.197274,0.193304,0.036833,702.861568,3,Azure-West-Europe
-12.337765,106.743922,-37.81,144.96,5,Australia-SE-1,Azure,4724.780289,0.247443,0.036283,565.023817,5,Azure-Australia-SE-1
54.197116,-5.617577,53.34,-6.27,1,EU-West-1,AWS,104.507077,0.37246,0.017429,582.893705,1,AWS-EU-West-1
-21.742057,-57.68827,37.33,-121.89,2,US-West-1,AWS,9389.816872,0.172178,0.035599,676.973666,2,AWS-US-West-1
34.732273,-99.761814,37.33,-121.89,2,US-West-1,AWS,2005.97917,0.371151,0.03018,901.277367,2,AWS-US-West-1
32.140315,-52.613857,53.34,-6.27,1,EU-West-1,AWS,4350.540522,0.106958,0.041151,851.730615,1,AWS-EU-West-1
26.130743,147.722765,25.03,121.56,4,Asia-East-1,GCP,2622.479861,0.690377,0.044355,630.141552,4,GCP-Asia-East-1
47.703292,-71.903382,53.34,-6.27,1,EU-West-1,AWS,4515.870848,0.552946,0.024995,788.889213,1,AWS-EU-West-1
6.201165,117.740323,25.03,121.56,4,Asia-East-1,GCP,2132.817822,0.336339,0.002595,756.627094,4,GCP-Asia-East-1
56.536237,23.168679,52.37,4.9,3,West-Europe,Azure,1263.839682,0.470092,0.024954,527.810323,3,Azure-West-Europe
5.445181,101.879736,25.03,121.56,4,Asia-East-1,GCP,3023.927907,0.613883,0.007883,573.456656,4,GCP-Asia-East-1
48.022852,59.727519,52.37,4.9,3,West-Europe,Azure,3837.719619,0.421684,0.03615,985.800772,3,Azure-West-Europe
36.051822,-5.614246,52.37,4.9,3,West-Europe,Azure,1993.83637,0.171136,0.044812,594.616486,3,Azure-West-Europe
62.224152,10.892623,52.37,4.9,3,West-Europe,Azure,1152.175072,0.257772,0.041415,919.066184,3,Azure-West-Europe
-38.032124,-51.839581,53.34,-6.27,1,EU-West-1,AWS,11063.66564,0.248534,0.031423,881.665483,1,AWS-EU-West-1
33.461525,-117.597129,37.33,-121.89,2,US-West-1,AWS,579.894427,0.381849,0.034348,871.891914,2,AWS-US-West-1
62.125553,3.995161,53.34,-6.27,1,EU-West-1,AWS,1148.378469,0.530864,0.048268,971.639145,1,AWS-EU-West-1
54.852152,7.216622,52.37,4.9,3,West-Europe,Azure,315.446294,0.368654,0.024178,838.952926,3,Azure-West-Europe
52.669325,120.216651,25.03,121.56,4,Asia-East-1,GCP,3075.425998,0.835814,0.045981,974.879439,4,GCP-Asia-East-1
-5.270149,102.732048,25.03,121.56,4,Asia-East-1,GCP,3936.427369,0.578191,0.024416,588.774117,4,GCP-Asia-East-1
43.527263,13.329676,53.34,-6.27,1,EU-West-1,AWS,1801.498703,0.635813,0.041476,921.517009,1,AWS-EU-West-1
53.326172,27.010446,52.37,4.9,3,West-Europe,Azure,1482.637059,0.179181,0.015736,527.982458,3,Azure-West-Europe
7.446215,-51.228477,53.34,-6.27,1,EU-West-1,AWS,6501.96047,0.160848,0.038563,742.79517,1,AWS-EU-West-1
55.660187,11.200316,53.34,-6.27,1,EU-West-1,AWS,1153.854656,0.220141,0.032467,982.450893,1,AWS-EU-West-1
60.993877,20.098575,52.37,4.9,3,West-Europe,Azure,1328.473371,0.375514,0.013248,577.18571,3,Azure-West-Europe
63.273623,130.203477,25.03,121.56,4,Asia-East-1,GCP,4299.906878,0.137763,0.048897,779.42207,4,GCP-Asia-East-1
0.617219,126.639815,25.03,121.56,4,Asia-East-1,GCP,2768.922192,0.726236,0.036299,832.706679,4,GCP-Asia-East-1
55.041117,98.645802,25.03,121.56,4,Asia-East-1,GCP,3826.840974,0.243334,0.044442,688.168812,4,GCP-Asia-East-1
4.34841,80.358144,25.03,121.56,4,Asia-East-1,GCP,4960.885791,0.314665,0.020654,896.186233,4,GCP-Asia-East-1
41.50578,11.109217,52.37,4.9,3,West-Europe,Azure,1295.583916,0.121254,0.016919,577.594994,3,Azure-West-Europe
28.888496,-99.062674,37.33,-121.89,2,US-West-1,AWS,2316.21917,0.397802,0.031578,626.825071,2,AWS-US-West-1
-35.619279,-34.453083,53.34,-6.27,1,EU-West-1,AWS,10258.49518,0.678642,0.003795,872.31023,1,AWS-EU-West-1
53.348036,-72.272375,52.37,4.9,3,West-Europe,Azure,4920.400274,0.168294,0.039236,761.237223,3,Azure-West-Europe
66.479708,137.9964,25.03,121.56,4,Asia-East-1,GCP,4749.473265,0.675419,0.048873,843.021328,4,GCP-Asia-East-1
54.272031,-4.292612,53.34,-6.27,1,EU-West-1,AWS,166.119896,0.372897,0.04292,835.439983,1,AWS-EU-West-1
53.233,15.650736,52.37,4.9,3,West-Europe,Azure,728.362631,0.261445,0.01149,817.496035,3,Azure-West-Europe
-39.514672,-88.952394,37.33,-121.89,2,US-West-1,AWS,9183.448514,0.426917,0.021864,777.239251,2,AWS-US-West-1
3.984533,128.383894,25.03,121.56,4,Asia-East-1,GCP,2451.237186,0.216139,0.007318,780.238615,4,GCP-Asia-East-1
13.255214,77.372444,25.03,121.56,4,Asia-East-1,GCP,4799.408846,0.751925,0.01867,757.236711,4,GCP-Asia-East-1
-38.370059,154.404041,-37.81,144.96,5,Australia-SE-1,Azure,828.474292,0.364413,0.016738,578.237332,5,Azure-Australia-SE-1
-39.715622,-97.013844,37.33,-121.89,2,US-West-1,AWS,8935.829244,0.304906,0.029215,913.035946,2,AWS-US-West-1
-32.102779,78.380332,-37.81,144.96,5,Australia-SE-1,Azure,5972.819161,0.171654,0.004021,813.655186,5,Azure-Australia-SE-1
-26.975688,-37.461358,52.37,4.9,3,West-Europe,Azure,9734.679439,0.279367,0.023826,515.287247,3,Azure-West-Europe
